0,1,2,3
1568054271042705.0,-9.692678451538086,-1.0742515325546265,2.352149280256122
1568054271050517.0,-9.68435070554965,-1.0575967724513715,2.3227194376743823
1568054271058329.0,-9.68047046661377,-1.0498366355895996,2.3321781417219767
1568054271066141.0,-9.647171947328376,-1.058161427998198,2.3521461553950784
1568054271073953.0,-9.639965358173546,-1.045395634187165,2.3310560716523065
1568054271081765.0,-9.652173039733725,-1.0542777562013237,2.3110823765877755
1568054271089577.0,-9.681025768842982,-1.045397765060004,2.323845537069221
1568054271097389.0,-9.6843553937159,-1.037629246711731,2.3149687145773226
1568054271105201.0,-9.68047046661377,-1.054272500421667,2.290556067284008
1568054271113013.0,-9.705434301848053,-1.0620441436767578,2.26614228435742
1568054271120825.0,-9.700453257661431,-1.0620441436767578,2.250049579193875
1568054271128637.0,-9.700997733972162,-1.0620441436767578,2.2628012284583088
1568054271136449.0,-9.729837591885484,-1.0703615404499562,2.262259638336939
1568054271144261.0,-9.749825401901965,-1.082568998129843,2.2500521374212736
1568054271152073.0,-9.762031106043263,-1.0698272523777486,2.2544780918665177
1568054271159885.0,-9.749290578512754,-1.028780451551654,2.283317311199873
1568054271167697.0,-9.699930766808855,-1.0132144689559937,2.286676476405461
1568054271175509.0,-9.655526033133894,-1.02152930718169,2.2827844619750977
1568054271183321.0,-9.635534888755403,-1.008794309844834,2.232901655634372
1568054271191133.0,-9.673207847020961,-1.001007080078125,2.2012266958913496
1568054271198945.0,-9.725922718052976,-1.0093182278680228,2.1890213916696553
1568054271206757.0,-9.766441091626117,-1.0215256831478392,2.2100588362709295
1568054271214569.0,-9.786439568910387,-1.0254218578338623,2.254985740552756
1568054271222381.0,-9.765408689669588,-1.0254218578338623,2.2622673836884983
1568054271230193.0,-9.75371551513672,-1.0420400311482116,2.2749878575337097
1568054271238005.0,-9.728789833345232,-1.0581453043683269,2.2412414426261558
1568054271245817.0,-9.700478257038032,-1.0703516678881526,2.2051323499536752
1568054271253629.0,-9.700985233172108,-1.0742515325546265,2.213946670614263
1568054271261441.0,-9.696579764354066,-1.057639527912865,2.1802175084378583
1568054271269253.0,-9.709287412368305,-1.0249234376300942,2.1607103347778316
1568054271277065.0,-9.725397124146417,-0.9966066695456008,2.127494735957047
1568054271284877.0,-9.745908460553585,-0.9887996912002563,2.153400358882734
1568054271292689.0,-9.75371551513672,-0.9971004032280226,2.206120690976056
1568054271300501.0,-9.762014483770713,-1.0093062918459643,2.221747398376465
1568054271308313.0,-9.757623577752726,-1.0132144689559937,2.23004669118892
1568054271316125.0,-9.745415898145804,-1.0049152571881543,2.2256556136511683
1568054271323937.0,-9.741507530212402,-1.0258983428105388,2.213450229775121
1568054271331749.0,-9.708319259993232,-1.0459263952909916,2.201242822734514
1568054271339561.0,-9.692678451538086,-1.0415400484986637,2.1724427783289353
1568054271347373.0,-9.700974294972069,-1.0625175871546306,2.1524143293156603
1568054271355185.0,-9.713180912451877,-1.0493663776154314,2.1402079594603705
1568054271362997.0,-9.73368202938035,-1.0127456752202844,2.11970650936113
1568054271370809.0,-9.741507530212402,-0.9927136178787488,2.095293854867605
1568054271378621.0,-9.75809361454895,-0.9639207671543786,2.09575888171174
1568054271386433.0,-9.774213142092343,-0.9604683035561764,2.0830915939908583
1568054271394245.0,-9.761548269025463,-0.9643848538398744,2.0420949046399044
1568054271402057.0,-9.778586446102215,-0.9726751911476909,2.0430096125276203
1568054271409869.0,-9.840070049847863,-0.9848810580511276,2.042555021748384
1568054271417681.0,-9.85529362697572,-0.9887996912002563,2.0469246383086874
1568054271425493.0,-9.826509887355446,-0.9970879644475958,2.067420262162403
1568054271433305.0,-9.823039548369293,-0.9844326147818924,2.0586840685909484
1568054271441117.0,-9.793812443888989,-0.9683055321161892,2.067417136870832
1568054271448929.0,-9.753272708637466,-0.9726705038103514,2.042115893541553
1568054271456741.0,-9.741507530212402,-0.9765922427177428,1.9850031172258695
